2025-03-19_Test_coupon_2.wav => Predicted: 1, Prob: 3.8169, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_122.wav => Predicted: 0, Prob: 9.7617, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_124.wav => Predicted: 0, Prob: 9.0269, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_126.wav => Predicted: 0, Prob: 7.4294, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_128.wav => Predicted: 0, Prob: 9.6162, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_130.wav => Predicted: 0, Prob: 10.7628, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_132.wav => Predicted: 0, Prob: 11.0979, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_134.wav => Predicted: 0, Prob: 9.2687, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_136.wav => Predicted: 0, Prob: 10.0615, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_140.wav => Predicted: 0, Prob: 12.0965, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_142.wav => Predicted: 0, Prob: 7.8911, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_144.wav => Predicted: 0, Prob: 8.6406, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_146.wav => Predicted: 0, Prob: 10.5016, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_148.wav => Predicted: 0, Prob: 10.1880, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_150.wav => Predicted: 0, Prob: 9.5706, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_152.wav => Predicted: 0, Prob: 9.6692, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_154.wav => Predicted: 0, Prob: 11.6518, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_156.wav => Predicted: 0, Prob: 7.7786, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_158.wav => Predicted: 0, Prob: 11.7339, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_160.wav => Predicted: 0, Prob: 9.8446, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_162.wav => Predicted: 0, Prob: 9.5885, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_164.wav => Predicted: 0, Prob: 7.6726, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_166.wav => Predicted: 0, Prob: 7.9151, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_168.wav => Predicted: 0, Prob: 7.6311, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_170.wav => Predicted: 0, Prob: 9.9616, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_172.wav => Predicted: 0, Prob: 5.3911, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_174.wav => Predicted: 0, Prob: 8.3717, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_176.wav => Predicted: 0, Prob: 6.2195, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_178.wav => Predicted: 0, Prob: 6.3850, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_180.wav => Predicted: 0, Prob: 9.7333, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_182.wav => Predicted: 0, Prob: 10.0513, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_184.wav => Predicted: 0, Prob: 9.4731, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_186.wav => Predicted: 0, Prob: 4.4723, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_188.wav => Predicted: 0, Prob: 8.5442, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_190.wav => Predicted: 0, Prob: 10.0333, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_192.wav => Predicted: 0, Prob: 7.2773, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_194.wav => Predicted: 0, Prob: 10.3650, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_196.wav => Predicted: 0, Prob: 7.9005, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_198.wav => Predicted: 0, Prob: 9.3488, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_200.wav => Predicted: 0, Prob: 9.0438, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_202.wav => Predicted: 0, Prob: 8.4345, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_204.wav => Predicted: 0, Prob: 6.8867, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_208.wav => Predicted: 0, Prob: 10.1043, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_210.wav => Predicted: 0, Prob: 8.4745, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_212.wav => Predicted: 0, Prob: 9.5003, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_214.wav => Predicted: 0, Prob: 10.6955, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_218.wav => Predicted: 0, Prob: 9.2962, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_220.wav => Predicted: 0, Prob: 10.7326, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_222.wav => Predicted: 0, Prob: 9.7018, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_224.wav => Predicted: 0, Prob: 9.9363, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_226.wav => Predicted: 0, Prob: 6.4110, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_228.wav => Predicted: 0, Prob: 9.7551, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_230.wav => Predicted: 0, Prob: 8.2330, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_232.wav => Predicted: 0, Prob: 8.9337, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_234.wav => Predicted: 0, Prob: 10.0704, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_236.wav => Predicted: 0, Prob: 9.4733, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_238.wav => Predicted: 0, Prob: 10.9004, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_240.wav => Predicted: 0, Prob: 5.7325, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_242.wav => Predicted: 0, Prob: 10.5283, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_244.wav => Predicted: 0, Prob: 10.6898, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_248.wav => Predicted: 0, Prob: 10.2957, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_250.wav => Predicted: 0, Prob: 9.9427, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_252.wav => Predicted: 0, Prob: 10.8342, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_254.wav => Predicted: 0, Prob: 7.7358, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_256.wav => Predicted: 0, Prob: 7.8055, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_258.wav => Predicted: 0, Prob: 7.7449, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_262.wav => Predicted: 0, Prob: 9.4736, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_266.wav => Predicted: 0, Prob: 10.9940, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_268.wav => Predicted: 0, Prob: 8.3334, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_270.wav => Predicted: 0, Prob: 8.4898, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_272.wav => Predicted: 0, Prob: 9.8087, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_274.wav => Predicted: 0, Prob: 10.3486, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_276.wav => Predicted: 0, Prob: 11.0630, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_278.wav => Predicted: 0, Prob: 5.7496, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_280.wav => Predicted: 0, Prob: 9.3166, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_282.wav => Predicted: 0, Prob: 11.0575, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_284.wav => Predicted: 0, Prob: 8.8343, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_286.wav => Predicted: 0, Prob: 9.6290, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_288.wav => Predicted: 0, Prob: 9.3365, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_290.wav => Predicted: 0, Prob: 7.7165, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_292.wav => Predicted: 0, Prob: 7.5571, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_294.wav => Predicted: 0, Prob: 7.5457, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_296.wav => Predicted: 0, Prob: 9.4392, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_298.wav => Predicted: 0, Prob: 10.5522, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_304.wav => Predicted: 0, Prob: 5.9441, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_306.wav => Predicted: 0, Prob: 8.8217, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_308.wav => Predicted: 0, Prob: 9.7033, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_310.wav => Predicted: 0, Prob: 9.2950, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_312.wav => Predicted: 0, Prob: 8.0740, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_314.wav => Predicted: 0, Prob: 8.3633, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_316.wav => Predicted: 0, Prob: 8.4881, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_318.wav => Predicted: 0, Prob: 9.5776, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_322.wav => Predicted: 0, Prob: 7.8364, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_324.wav => Predicted: 0, Prob: 9.9191, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_326.wav => Predicted: 0, Prob: 8.2606, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_328.wav => Predicted: 0, Prob: 7.9193, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_330.wav => Predicted: 0, Prob: 8.4397, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_332.wav => Predicted: 0, Prob: 7.8201, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_334.wav => Predicted: 0, Prob: 11.6925, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_336.wav => Predicted: 0, Prob: 6.3175, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_338.wav => Predicted: 0, Prob: 8.6801, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_342.wav => Predicted: 0, Prob: 8.7200, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_344.wav => Predicted: 0, Prob: 8.8882, Ground Truth: N/A
Inc_P5_6_2S1JoiningH4000_cycle_346.wav => Predicted: 0, Prob: 8.3664, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_348.wav => Predicted: 0, Prob: 7.6156, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_350.wav => Predicted: 0, Prob: 8.7739, Ground Truth: 0
Inc_P5_6_2S1JoiningH4000_cycle_356.wav => Predicted: 0, Prob: 8.5144, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_064.wav => Predicted: 0, Prob: 10.6047, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_066.wav => Predicted: 0, Prob: 11.0480, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_068.wav => Predicted: 0, Prob: 11.7081, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_070.wav => Predicted: 0, Prob: 13.1194, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_072.wav => Predicted: 0, Prob: 12.0887, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_074.wav => Predicted: 0, Prob: 9.1710, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_076.wav => Predicted: 0, Prob: 9.3841, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_078.wav => Predicted: 0, Prob: 9.6974, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_080.wav => Predicted: 0, Prob: 8.7542, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_082.wav => Predicted: 0, Prob: 9.7716, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_084.wav => Predicted: 0, Prob: 7.1340, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_086.wav => Predicted: 0, Prob: 9.2281, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_088.wav => Predicted: 0, Prob: 6.9283, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_090.wav => Predicted: 0, Prob: 10.2012, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_092.wav => Predicted: 0, Prob: 6.2849, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_094.wav => Predicted: 0, Prob: 7.8191, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_096.wav => Predicted: 0, Prob: 6.3728, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_098.wav => Predicted: 0, Prob: 5.7172, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_100.wav => Predicted: 0, Prob: 6.4185, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_102.wav => Predicted: 0, Prob: 6.8734, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_104.wav => Predicted: 0, Prob: 9.3416, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_106.wav => Predicted: 0, Prob: 7.8730, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_108.wav => Predicted: 0, Prob: 9.5169, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_110.wav => Predicted: 0, Prob: 8.9437, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_112.wav => Predicted: 0, Prob: 8.5323, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_114.wav => Predicted: 0, Prob: 11.3587, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_116.wav => Predicted: 0, Prob: 11.8768, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_118.wav => Predicted: 0, Prob: 11.3002, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_120.wav => Predicted: 0, Prob: 8.8574, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_122.wav => Predicted: 0, Prob: 9.5344, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_124.wav => Predicted: 0, Prob: 10.6401, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_126.wav => Predicted: 0, Prob: 8.0381, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_128.wav => Predicted: 0, Prob: 9.8102, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_130.wav => Predicted: 0, Prob: 10.2204, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_132.wav => Predicted: 0, Prob: 8.1327, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_134.wav => Predicted: 0, Prob: 8.1461, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_136.wav => Predicted: 0, Prob: 10.1259, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_138.wav => Predicted: 0, Prob: 6.9196, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_140.wav => Predicted: 0, Prob: 7.9752, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_142.wav => Predicted: 0, Prob: 5.7164, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_144.wav => Predicted: 0, Prob: 7.8263, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_146.wav => Predicted: 0, Prob: 9.4798, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_148.wav => Predicted: 0, Prob: 5.9060, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_150.wav => Predicted: 0, Prob: 5.8597, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_152.wav => Predicted: 0, Prob: 7.3935, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_154.wav => Predicted: 0, Prob: 7.6607, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_156.wav => Predicted: 0, Prob: 10.4306, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_158.wav => Predicted: 0, Prob: 3.4376, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_160.wav => Predicted: 0, Prob: 6.6625, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_162.wav => Predicted: 0, Prob: 8.2967, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_164.wav => Predicted: 0, Prob: 7.4253, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_166.wav => Predicted: 0, Prob: 8.9355, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_168.wav => Predicted: 0, Prob: 8.2925, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_170.wav => Predicted: 0, Prob: 12.1842, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_172.wav => Predicted: 1, Prob: 4.3506, Ground Truth: 1
l6s9.95s10.1_P2S2Girders2H2300_cycle_172_augmented_1.wav => Predicted: 1, Prob: 9.3785, Ground Truth: 1
l6s9.95s10.1_P2S2Girders2H2300_cycle_172_augmented_2.wav => Predicted: 0, Prob: 2.6939, Ground Truth: 1
l6s9.95s10.1_P2S2Girders2H2300_cycle_172_augmented_3.wav => Predicted: 1, Prob: 10.3052, Ground Truth: 1
l6s9.95s10.1_P2S2Girders2H2300_cycle_172_augmented_4.wav => Predicted: 1, Prob: 10.3671, Ground Truth: N/A
l6s9.95s10.1_P2S2Girders2H2300_cycle_174.wav => Predicted: 0, Prob: 6.5383, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_176.wav => Predicted: 0, Prob: 8.8805, Ground Truth: 0
l6s9.95s10.1_P2S2Girders2H2300_cycle_178.wav => Predicted: 0, Prob: 1.6509, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_002.wav => Predicted: 0, Prob: 10.3332, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_004.wav => Predicted: 0, Prob: 10.2903, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_006.wav => Predicted: 0, Prob: 7.6155, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_008.wav => Predicted: 0, Prob: 7.7618, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_010.wav => Predicted: 0, Prob: 5.9726, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_012.wav => Predicted: 0, Prob: 7.8770, Ground Truth: N/A
l7s10.55_P2S2Girders2H2300_cycle_014.wav => Predicted: 0, Prob: 9.2955, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_016.wav => Predicted: 0, Prob: 8.7255, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_018.wav => Predicted: 0, Prob: 9.2519, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_020.wav => Predicted: 0, Prob: 9.5827, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_022.wav => Predicted: 0, Prob: 6.9480, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_024.wav => Predicted: 0, Prob: 10.6095, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_026.wav => Predicted: 0, Prob: 4.6226, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_028.wav => Predicted: 0, Prob: 8.1513, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_030.wav => Predicted: 0, Prob: 10.3195, Ground Truth: N/A
l7s10.55_P2S2Girders2H2300_cycle_032.wav => Predicted: 0, Prob: 8.5473, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_034.wav => Predicted: 0, Prob: 10.3843, Ground Truth: N/A
l7s10.55_P2S2Girders2H2300_cycle_036.wav => Predicted: 0, Prob: 10.7228, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_038.wav => Predicted: 0, Prob: 8.2082, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_040.wav => Predicted: 0, Prob: 9.6822, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_042.wav => Predicted: 0, Prob: 10.2704, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_044.wav => Predicted: 0, Prob: 8.3566, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_046.wav => Predicted: 0, Prob: 9.9868, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_048.wav => Predicted: 0, Prob: 7.2447, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_050.wav => Predicted: 0, Prob: 11.3092, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_052.wav => Predicted: 0, Prob: 12.5426, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_054.wav => Predicted: 0, Prob: 6.4570, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_056.wav => Predicted: 0, Prob: 6.1677, Ground Truth: N/A
l7s10.55_P2S2Girders2H2300_cycle_058.wav => Predicted: 0, Prob: 13.3244, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_060.wav => Predicted: 0, Prob: 13.6738, Ground Truth: 0
l7s10.55_P2S2Girders2H2300_cycle_062.wav => Predicted: 0, Prob: 9.7869, Ground Truth: 0
min_max_testcycle_005.wav => Predicted: 1, Prob: 7.3779, Ground Truth: 1
min_max_testcycle_005_augmented_1.wav => Predicted: 1, Prob: 6.8656, Ground Truth: 1
min_max_testcycle_005_augmented_2.wav => Predicted: 1, Prob: 9.2597, Ground Truth: 1
min_max_testcycle_005_augmented_3.wav => Predicted: 1, Prob: 3.5447, Ground Truth: 1
min_max_testcycle_005_augmented_4.wav => Predicted: 1, Prob: 8.3737, Ground Truth: 1
P1_2S1BottomRing2H1000_cycle_002.wav => Predicted: 0, Prob: 8.7938, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_004.wav => Predicted: 0, Prob: 9.5199, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_006.wav => Predicted: 0, Prob: 9.2213, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_008.wav => Predicted: 0, Prob: 6.8157, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_010.wav => Predicted: 0, Prob: 9.0915, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_012.wav => Predicted: 0, Prob: 11.6462, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_014.wav => Predicted: 0, Prob: 9.9851, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_016.wav => Predicted: 0, Prob: 7.1802, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_018.wav => Predicted: 0, Prob: 10.6616, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_022.wav => Predicted: 0, Prob: 11.1168, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_024.wav => Predicted: 0, Prob: 10.3510, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_026.wav => Predicted: 0, Prob: 9.8415, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_028.wav => Predicted: 0, Prob: 9.2873, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_030.wav => Predicted: 0, Prob: 8.8765, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_032.wav => Predicted: 0, Prob: 10.6529, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_034.wav => Predicted: 0, Prob: 9.2590, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_036.wav => Predicted: 0, Prob: 8.7797, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_038.wav => Predicted: 0, Prob: 7.2537, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_041.wav => Predicted: 0, Prob: 10.5597, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_043.wav => Predicted: 0, Prob: 10.5914, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_045.wav => Predicted: 0, Prob: 9.2494, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_047.wav => Predicted: 0, Prob: 10.5966, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_049.wav => Predicted: 0, Prob: 9.2340, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_051.wav => Predicted: 0, Prob: 6.9568, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_053.wav => Predicted: 0, Prob: 8.7715, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_055.wav => Predicted: 0, Prob: 8.5874, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_057.wav => Predicted: 0, Prob: 10.6486, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_059.wav => Predicted: 0, Prob: 9.5877, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_061.wav => Predicted: 0, Prob: 10.5950, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_064.wav => Predicted: 0, Prob: 10.7566, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_068.wav => Predicted: 0, Prob: 8.9948, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_070.wav => Predicted: 0, Prob: 7.1228, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_072.wav => Predicted: 0, Prob: 7.6049, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_074.wav => Predicted: 0, Prob: 10.7767, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_078.wav => Predicted: 0, Prob: 8.7998, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_080.wav => Predicted: 0, Prob: 10.9556, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_082.wav => Predicted: 0, Prob: 10.1894, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_084.wav => Predicted: 0, Prob: 11.3632, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_086.wav => Predicted: 0, Prob: 8.0381, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_088.wav => Predicted: 0, Prob: 7.1957, Ground Truth: 0
